"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa"
"9822",18821,"Morera","09/08/2011 11:50","Alto (> 8 mts)",192,"Grande",-68.83527,-32.86906,4,"Cuarta Oeste",1173333,0
"9823",18822,"Morera","09/08/2011 11:48","Alto (> 8 mts)",180,"Grande",-68.83538,-32.86904,4,"Cuarta Oeste",1173333,0
"9824",18823,"Morera","09/08/2011 11:47","Alto (> 8 mts)",150,"Grande",-68.83548,-32.86903,4,"Cuarta Oeste",1173333,0
"9825",18824,"Morera","09/08/2011 11:38","Medio (4 - 8 mts)",83,"Grande",-68.83561,-32.86901,4,"Cuarta Oeste",1173333,0
"9826",18825,"Morera","09/08/2011 11:36","Alto (> 8 mts)",196,"Grande",-68.83567,-32.869,4,"Cuarta Oeste",1173333,0
"9827",18826,"Morera","09/08/2011 11:35","Alto (> 8 mts)",180,"Grande",-68.83575,-32.869,4,"Cuarta Oeste",1173333,0
"9828",18834,"Morera","09/08/2011 11:17","Medio (4 - 8 mts)",47,"Mediano",-68.83636,-32.86903,4,"Cuarta Oeste",1173333,0
"9829",18835,"Morera","09/08/2011 11:13","Medio (4 - 8 mts)",130,"Grande",-68.83638,-32.86911,4,"Cuarta Oeste",1173333,0
"9830",18836,"Morera","09/08/2011 11:12","Alto (> 8 mts)",180,"Grande",-68.83641,-32.86922,4,"Cuarta Oeste",1173333,0
"9831",18837,"Palo borracho","09/08/2011 11:10","Bajo (2 - 4 mts)",16,"Chico",-68.83642,-32.86926,4,"Cuarta Oeste",1173333,0
"9832",18838,"Perenne","09/08/2011 11:02","Bajo (2 - 4 mts)",13,"Chico",-68.83644,-32.86936,4,"Cuarta Oeste",1173333,0
"9833",18840,"Pltano","09/08/2011 10:58","Alto (> 8 mts)",260,"Grande",-68.83649,-32.86958,4,"Cuarta Oeste",1173333,0
"9834",18844,"Pltano","08/08/2011 10:30","Alto (> 8 mts)",160,"Grande",-68.8396,-32.87053,4,"Cuarta Oeste",1173333,0
"9835",18846,"Prunas","08/08/2011 10:24","Muy bajo (1 - 2 mts)",25,"Mediano",-68.83948,-32.87046,4,"Cuarta Oeste",1173333,0
"9836",18852,"Paraiso","08/08/2011 10:09","Bajo (2 - 4 mts)",20,"Chico",-68.83963,-32.87023,4,"Cuarta Oeste",1173333,0
"9837",18853,"Acacia SP","08/08/2011 10:07","Alto (> 8 mts)",160,"Grande",-68.83963,-32.87016,4,"Cuarta Oeste",1173333,0
"9838",18854,"Ligustro","08/08/2011 10:04","Bajo (2 - 4 mts)",100,"Grande",-68.83959,-32.87013,4,"Cuarta Oeste",1173333,0
"9839",18857,"Morera","27/07/2011 09:26","Alto (> 8 mts)",200,"Grande",-68.84045,-32.86996,4,"Cuarta Oeste",1173333,0
"9840",18861,"Ligustro","27/07/2011 09:19","Bajo (2 - 4 mts)",20,"Chico",-68.8402,-32.86997,4,"Cuarta Oeste",1173333,0
"9841",18863,"Morera","27/07/2011 09:14","Alto (> 8 mts)",170,"Grande",-68.8401,-32.86998,4,"Cuarta Oeste",1173333,0
"9842",18864,"Morera","27/07/2011 09:13","Alto (> 8 mts)",90,"Grande",-68.84004,-32.86998,4,"Cuarta Oeste",1173333,1
"9843",18865,"Morera","27/07/2011 09:12","Alto (> 8 mts)",160,"Grande",-68.83999,-32.86998,4,"Cuarta Oeste",1173333,1
"9844",18868,"Morera","27/07/2011 09:07","Alto (> 8 mts)",160,"Grande",-68.84078,-32.87051,4,"Cuarta Oeste",1173333,0
"9845",18869,"Caducifolio","27/07/2011 09:06","Medio (4 - 8 mts)",39,"Mediano",-68.84076,-32.87045,4,"Cuarta Oeste",1173333,1
"9846",18870,"Morera","27/07/2011 09:05","Alto (> 8 mts)",148,"Grande",-68.84074,-32.87038,4,"Cuarta Oeste",1173333,1
"9847",18871,"Morera","27/07/2011 09:01","Bajo (2 - 4 mts)",15,"Chico",-68.84073,-32.87034,4,"Cuarta Oeste",1173333,0
"9848",18872,"Morera","27/07/2011 09:00","Medio (4 - 8 mts)",65,"Grande",-68.84071,-32.87028,4,"Cuarta Oeste",1173333,0
"9849",18874,"Fresno europeo","27/07/2011 08:57","Medio (4 - 8 mts)",27,"Mediano",-68.84067,-32.87014,4,"Cuarta Oeste",1173333,0
"9850",18875,"Acer","27/07/2011 08:55","Alto (> 8 mts)",112,"Grande",-68.84065,-32.87005,4,"Cuarta Oeste",1173333,0
"9851",18879,"Morera","27/07/2011 08:48","Alto (> 8 mts)",180,"Grande",-68.84046,-32.87063,4,"Cuarta Oeste",1173333,0
"9852",18882,"Morera","27/07/2011 08:44","Alto (> 8 mts)",220,"Grande",-68.84025,-32.87064,4,"Cuarta Oeste",1173333,1
"9853",18884,"Caducifolio","27/07/2011 08:39","Medio (4 - 8 mts)",43,"Mediano",-68.84008,-32.87064,4,"Cuarta Oeste",1173333,0
"9854",18886,"Morera","26/07/2011 10:27","Alto (> 8 mts)",185,"Grande",-68.83991,-32.87064,4,"Cuarta Oeste",1173333,0
"9855",18888,"Ailanthus","26/07/2011 10:22","Alto (> 8 mts)",160,"Grande",-68.83976,-32.87059,4,"Cuarta Oeste",1173333,0
"9856",18894,"Morera","26/07/2011 10:11","Alto (> 8 mts)",98,"Grande",-68.83974,-32.87012,4,"Cuarta Oeste",1173333,1
"9857",18896,"Morera","02/08/2011 10:27","Alto (> 8 mts)",198,"Grande",-68.84077,-32.86999,4,"Cuarta Oeste",1173333,0
"9858",18897,"Fresno americano","02/08/2011 10:22","Medio (4 - 8 mts)",150,"Grande",-68.8408,-32.87009,4,"Cuarta Oeste",1173333,0
"9859",18898,"Morera","02/08/2011 10:20","Medio (4 - 8 mts)",110,"Grande",-68.84082,-32.87019,4,"Cuarta Oeste",1173333,0
"9860",18899,"Fresno americano","02/08/2011 10:18","Medio (4 - 8 mts)",50,"Mediano",-68.84084,-32.87024,4,"Cuarta Oeste",1173333,0
"9861",18903,"Morera","02/08/2011 10:09","Alto (> 8 mts)",170,"Grande",-68.84093,-32.87057,4,"Cuarta Oeste",1173333,0
"9862",18904,"Morera","02/08/2011 10:07","Alto (> 8 mts)",207,"Grande",-68.841,-32.87061,4,"Cuarta Oeste",1173333,0
"9863",18905,"Pltano","02/08/2011 10:05","Alto (> 8 mts)",300,"Grande",-68.84108,-32.87061,4,"Cuarta Oeste",1173333,0
"9864",18907,"Morera","02/08/2011 10:03","Medio (4 - 8 mts)",100,"Grande",-68.84124,-32.87061,4,"Cuarta Oeste",1173333,0
"9865",18911,"Pltano","02/08/2011 09:53","Alto (> 8 mts)",320,"Grande",-68.84174,-32.87059,4,"Cuarta Oeste",1173333,0
"9866",18912,"Pltano","02/08/2011 09:51","Alto (> 8 mts)",256,"Grande",-68.84181,-32.87059,4,"Cuarta Oeste",1173333,0
"9867",18913,"Morera","02/08/2011 09:49","Alto (> 8 mts)",120,"Grande",-68.84196,-32.87058,4,"Cuarta Oeste",1173333,0
"9868",18915,"Ligustro","02/08/2011 09:46","Alto (> 8 mts)",100,"Grande",-68.84209,-32.87053,4,"Cuarta Oeste",1173333,0
"9869",18920,"Olmo bola","02/08/2011 09:35","Alto (> 8 mts)",120,"Grande",-68.84202,-32.87027,4,"Cuarta Oeste",1173333,0
"9870",18922,"Caducifolio","02/08/2011 09:28","Bajo (2 - 4 mts)",30,"Mediano",-68.84198,-32.87012,4,"Cuarta Oeste",1173333,0
"9871",18925,"Acer","01/08/2011 10:14","Alto (> 8 mts)",220,"Grande",-68.84194,-32.86997,4,"Cuarta Oeste",1173333,0
"9872",18927,"Fresno americano","01/08/2011 10:11","Medio (4 - 8 mts)",90,"Grande",-68.84184,-32.86986,4,"Cuarta Oeste",1173333,0
"9873",18929,"Morera","01/08/2011 10:08","Medio (4 - 8 mts)",130,"Grande",-68.84174,-32.86987,4,"Cuarta Oeste",1173333,0
"9874",18930,"Morera","01/08/2011 10:07","Alto (> 8 mts)",130,"Grande",-68.84169,-32.86987,4,"Cuarta Oeste",1173333,1
"9875",18932,"Paraiso","01/08/2011 10:04","Alto (> 8 mts)",100,"Grande",-68.84159,-32.86988,4,"Cuarta Oeste",1173333,0
"9876",18933,"Morera","01/08/2011 10:00","Alto (> 8 mts)",120,"Grande",-68.84153,-32.86988,4,"Cuarta Oeste",1173333,0
"9877",18935,"Morera","01/08/2011 09:57","Alto (> 8 mts)",250,"Grande",-68.84134,-32.8699,4,"Cuarta Oeste",1173333,0
"9878",18936,"Paraiso","01/08/2011 09:56","Alto (> 8 mts)",210,"Grande",-68.84129,-32.8699,4,"Cuarta Oeste",1173333,0
"9879",18937,"Jacarand","01/08/2011 09:54","Muy bajo (1 - 2 mts)",5,"Chico",-68.84124,-32.8699,4,"Cuarta Oeste",1173333,0
"9880",18938,"Paraiso sombrilla","01/08/2011 09:51","Medio (4 - 8 mts)",100,"Grande",-68.84119,-32.86991,4,"Cuarta Oeste",1173333,0
"9881",18945,"Paraiso","01/08/2011 09:42","Alto (> 8 mts)",240,"Grande",-68.84083,-32.86993,4,"Cuarta Oeste",1173333,1
"9882",18947,"Morera","04/08/2011 11:50","Alto (> 8 mts)",180,"Grande",-68.83664,-32.86955,4,"Cuarta Oeste",1173333,0
"9883",18949,"Morera","04/08/2011 11:47","Alto (> 8 mts)",180,"Grande",-68.8366,-32.86942,4,"Cuarta Oeste",1173333,0
"9884",18950,"Morera","04/08/2011 11:46","Alto (> 8 mts)",240,"Grande",-68.83657,-32.86925,4,"Cuarta Oeste",1173333,0
"9885",18953,"Morera","04/08/2011 11:41","Medio (4 - 8 mts)",42,"Mediano",-68.83653,-32.86905,4,"Cuarta Oeste",1173333,0
"9886",18955,"Morera","04/08/2011 11:33","Alto (> 8 mts)",140,"Grande",-68.83677,-32.86886,4,"Cuarta Oeste",1173333,1
"9887",18960,"Morera","04/08/2011 11:27","Alto (> 8 mts)",200,"Grande",-68.8372,-32.8688,4,"Cuarta Oeste",1173333,0
"9888",18963,"Morera","04/08/2011 11:24","Muy bajo (1 - 2 mts)",8,"Chico",-68.8374,-32.86877,4,"Cuarta Oeste",1173333,0
"9889",18964,"Morera","04/08/2011 09:15","Alto (> 8 mts)",200,"Grande",-68.83747,-32.86876,4,"Cuarta Oeste",1173333,0
"9890",18965,"Morera","04/08/2011 09:13","Alto (> 8 mts)",190,"Grande",-68.83754,-32.86875,4,"Cuarta Oeste",1173333,0
"9891",18966,"Morera","04/08/2011 09:12","Alto (> 8 mts)",230,"Grande",-68.83761,-32.86881,4,"Cuarta Oeste",1173333,0
"9892",18967,"Morera","04/08/2011 09:07","Alto (> 8 mts)",250,"Grande",-68.83763,-32.86889,4,"Cuarta Oeste",1173333,0
"9893",18969,"Morera","04/08/2011 08:02","Alto (> 8 mts)",213,"Grande",-68.83767,-32.86905,4,"Cuarta Oeste",1173333,0
"9894",18970,"Morera","04/08/2011 08:00","Alto (> 8 mts)",200,"Grande",-68.83769,-32.86914,4,"Cuarta Oeste",1173333,0
"9895",18971,"Morera","03/08/2011 15:24","Alto (> 8 mts)",210,"Grande",-68.83772,-32.86925,4,"Cuarta Oeste",1173333,0
"9896",18976,"Morera","03/08/2011 15:17","Alto (> 8 mts)",185,"Grande",-68.8378,-32.86962,4,"Cuarta Oeste",1173333,0
"9897",18977,"Morera","03/08/2011 15:15","Alto (> 8 mts)",180,"Grande",-68.83781,-32.86969,4,"Cuarta Oeste",1173333,0
"9898",18978,"Morera","03/08/2011 15:14","Alto (> 8 mts)",80,"Grande",-68.83774,-32.86982,4,"Cuarta Oeste",1173333,0
"9899",18980,"Morera","03/08/2011 15:11","Alto (> 8 mts)",200,"Grande",-68.83757,-32.86981,4,"Cuarta Oeste",1173333,0
"9900",18981,"Morera","03/08/2011 15:10","Alto (> 8 mts)",160,"Grande",-68.83746,-32.8698,4,"Cuarta Oeste",1173333,1
"9901",18982,"Morera","03/08/2011 15:08","Alto (> 8 mts)",180,"Grande",-68.83737,-32.8698,4,"Cuarta Oeste",1173333,0
"9902",18983,"Morera","03/08/2011 15:07","Alto (> 8 mts)",180,"Grande",-68.83729,-32.8698,4,"Cuarta Oeste",1173333,0
"9903",18984,"Morera","03/08/2011 13:06","Alto (> 8 mts)",187,"Grande",-68.83715,-32.8698,4,"Cuarta Oeste",1173333,0
"9904",18986,"Morera","03/08/2011 13:04","Alto (> 8 mts)",130,"Grande",-68.837,-32.86979,4,"Cuarta Oeste",1173333,0
"9905",18988,"Morera","03/08/2011 13:01","Medio (4 - 8 mts)",116,"Grande",-68.83687,-32.86979,4,"Cuarta Oeste",1173333,0
"9906",18989,"Morera","03/08/2011 13:00","Alto (> 8 mts)",200,"Grande",-68.83678,-32.86978,4,"Cuarta Oeste",1173333,0
"9907",18995,"Morera","13/07/2011 09:45","Alto (> 8 mts)",167,"Grande",-68.84103,-32.87145,4,"Cuarta Oeste",1173333,1
"9908",18996,"Morera","13/07/2011 09:44","Alto (> 8 mts)",168,"Grande",-68.84101,-32.87138,4,"Cuarta Oeste",1173333,1
"9909",18998,"Morera","13/07/2011 09:39","Alto (> 8 mts)",125,"Grande",-68.84097,-32.87126,4,"Cuarta Oeste",1173333,0
"9910",18999,"Morera","13/07/2011 09:36","Alto (> 8 mts)",150,"Grande",-68.84096,-32.87121,4,"Cuarta Oeste",1173333,0
"9911",19003,"Morera","12/07/2011 09:25","Alto (> 8 mts)",160,"Grande",-68.8409,-32.87096,4,"Cuarta Oeste",1173333,1
"9912",19004,"Morera","12/07/2011 09:26","Alto (> 8 mts)",198,"Grande",-68.84088,-32.87091,4,"Cuarta Oeste",1173333,1
"9913",19005,"Morera","12/07/2011 09:27","Alto (> 8 mts)",150,"Grande",-68.84087,-32.87085,4,"Cuarta Oeste",1173333,1
"9914",19006,"Morera","12/07/2011 09:30","Alto (> 8 mts)",160,"Grande",-68.84085,-32.87079,4,"Cuarta Oeste",1173333,0
"9915",19007,"Morera","12/07/2011 09:35","Alto (> 8 mts)",145,"Grande",-68.84079,-32.87074,4,"Cuarta Oeste",1173333,1
"9916",19010,"Pltano","12/07/2011 09:48","Medio (4 - 8 mts)",100,"Grande",-68.84017,-32.87076,4,"Cuarta Oeste",1173333,0
"9917",19012,"Pltano","12/07/2011 09:56","Alto (> 8 mts)",160,"Grande",-68.83997,-32.87076,4,"Cuarta Oeste",1173333,0
"9918",19014,"Morera","12/07/2011 09:58","Medio (4 - 8 mts)",60,"Mediano",-68.83984,-32.87076,4,"Cuarta Oeste",1173333,0
"9919",19015,"Pltano","12/07/2011 09:59","Alto (> 8 mts)",209,"Grande",-68.83979,-32.87076,4,"Cuarta Oeste",1173333,0
"9920",19016,"Morera","12/07/2011 10:01","Medio (4 - 8 mts)",85,"Grande",-68.83978,-32.87086,4,"Cuarta Oeste",1173333,0
"9921",19017,"Olmo comun","12/07/2011 10:05","Medio (4 - 8 mts)",100,"Grande",-68.83978,-32.87095,4,"Cuarta Oeste",1173333,0
"9922",19020,"Acer","12/07/2011 10:11","Alto (> 8 mts)",90,"Grande",-68.83979,-32.87123,4,"Cuarta Oeste",1173333,1
"9923",19021,"Morera","12/07/2011 10:12","Alto (> 8 mts)",170,"Grande",-68.83979,-32.87127,4,"Cuarta Oeste",1173333,0
"9924",19022,"Morera","12/07/2011 10:14","Alto (> 8 mts)",150,"Grande",-68.83979,-32.87135,4,"Cuarta Oeste",1173333,0
"9925",19024,"Morera","12/07/2011 10:19","Alto (> 8 mts)",134,"Grande",-68.8398,-32.87155,4,"Cuarta Oeste",1173333,0
"9926",19025,"Morera","12/07/2011 10:22","Alto (> 8 mts)",90,"Grande",-68.8398,-32.87161,4,"Cuarta Oeste",1173333,0
"9927",19027,"Caducifolio","12/07/2011 10:26","Muy bajo (1 - 2 mts)",8,"Chico",-68.83981,-32.87176,4,"Cuarta Oeste",1173333,0
"9928",19028,"Morera","13/07/2011 10:24","Medio (4 - 8 mts)",65,"Grande",-68.83981,-32.8718,4,"Cuarta Oeste",1173333,0
"9929",19030,"Morera","13/07/2011 10:16","Alto (> 8 mts)",130,"Grande",-68.83982,-32.87196,4,"Cuarta Oeste",1173333,0
"9930",19031,"Morera","13/07/2011 10:13","Alto (> 8 mts)",190,"Grande",-68.83992,-32.872,4,"Cuarta Oeste",1173333,1
"9931",19033,"Morera","13/07/2011 09:59","Alto (> 8 mts)",145,"Grande",-68.84013,-32.87197,4,"Cuarta Oeste",1173333,1
"9932",19034,"Morera","12/07/2011 10:48","Alto (> 8 mts)",170,"Grande",-68.84021,-32.87196,4,"Cuarta Oeste",1173333,1
"9933",19036,"Morera","12/07/2011 10:46","Alto (> 8 mts)",170,"Grande",-68.84034,-32.87193,4,"Cuarta Oeste",1173333,1
"9934",19037,"Morera","12/07/2011 10:45","Alto (> 8 mts)",190,"Grande",-68.84041,-32.87192,4,"Cuarta Oeste",1173333,0
"9935",19039,"Morera","12/07/2011 10:40","Alto (> 8 mts)",160,"Grande",-68.84062,-32.87188,4,"Cuarta Oeste",1173333,0
"9936",19040,"Morera","12/07/2011 10:39","Alto (> 8 mts)",160,"Grande",-68.84069,-32.87186,4,"Cuarta Oeste",1173333,0
"9937",19041,"Morera","12/07/2011 10:37","Bajo (2 - 4 mts)",22,"Mediano",-68.84082,-32.87184,4,"Cuarta Oeste",1173333,0
"9938",19042,"Morera","12/07/2011 10:35","Alto (> 8 mts)",160,"Grande",-68.8409,-32.87183,4,"Cuarta Oeste",1173333,0
"9939",19043,"Morera","12/07/2011 10:34","Alto (> 8 mts)",140,"Grande",-68.84098,-32.87181,4,"Cuarta Oeste",1173333,0
"9940",19045,"Morera","26/07/2011 09:53","Bajo (2 - 4 mts)",25,"Mediano",-68.84147,-32.87244,4,"Cuarta Oeste",1173333,0
"9941",19046,"Morera","26/07/2011 09:52","Bajo (2 - 4 mts)",38,"Mediano",-68.84148,-32.87248,4,"Cuarta Oeste",1173333,0
"9942",19047,"Morera","26/07/2011 09:51","Bajo (2 - 4 mts)",45,"Mediano",-68.84148,-32.87251,4,"Cuarta Oeste",1173333,0
"9943",19048,"Morera","26/07/2011 09:50","Bajo (2 - 4 mts)",50,"Mediano",-68.84149,-32.87254,4,"Cuarta Oeste",1173333,0
"9944",19049,"Morera","26/07/2011 09:49","Bajo (2 - 4 mts)",52,"Mediano",-68.8415,-32.87257,4,"Cuarta Oeste",1173333,0
"9945",19050,"Morera","26/07/2011 09:47","Bajo (2 - 4 mts)",66,"Grande",-68.8415,-32.8726,4,"Cuarta Oeste",1173333,0
"9946",19052,"Morera","26/07/2011 09:56","Bajo (2 - 4 mts)",35,"Mediano",-68.84146,-32.87233,4,"Cuarta Oeste",1173333,0
"9947",19055,"Perenne","26/07/2011 10:01","Bajo (2 - 4 mts)",22,"Mediano",-68.84131,-32.87198,4,"Cuarta Oeste",1173333,0
"9948",19056,"Acacia SP","26/07/2011 10:02","Alto (> 8 mts)",145,"Grande",-68.8413,-32.87194,4,"Cuarta Oeste",1173333,0
"9949",19057,"Jacarand","26/07/2011 10:03","Bajo (2 - 4 mts)",30,"Mediano",-68.84128,-32.87191,4,"Cuarta Oeste",1173333,0
"9950",19058,"Morera","26/07/2011 10:06","Alto (> 8 mts)",140,"Grande",-68.84131,-32.87186,4,"Cuarta Oeste",1173333,0
"9951",19059,"Morera","26/07/2011 12:34","Alto (> 8 mts)",170,"Grande",-68.8414,-32.87184,4,"Cuarta Oeste",1173333,0
"9952",19061,"Morera","26/07/2011 12:50","Alto (> 8 mts)",178,"Grande",-68.84151,-32.87182,4,"Cuarta Oeste",1173333,0
"9953",19064,"Morera","26/07/2011 12:54","Alto (> 8 mts)",200,"Grande",-68.84174,-32.87178,4,"Cuarta Oeste",1173333,0
"9954",19065,"Morera","26/07/2011 13:02","Alto (> 8 mts)",180,"Grande",-68.84189,-32.87175,4,"Cuarta Oeste",1173333,0
"9955",19066,"Morera","26/07/2011 13:11","Alto (> 8 mts)",190,"Grande",-68.84195,-32.87174,4,"Cuarta Oeste",1173333,0
"9956",19069,"Morera","27/07/2011 11:01","Alto (> 8 mts)",105,"Grande",-68.84223,-32.87269,4,"Cuarta Oeste",1173333,0
"9957",19070,"Morera","27/07/2011 11:00","Alto (> 8 mts)",170,"Grande",-68.84238,-32.87269,4,"Cuarta Oeste",1173333,0
"9958",19072,"Morera","27/07/2011 10:53","Medio (4 - 8 mts)",142,"Grande",-68.84256,-32.87269,4,"Cuarta Oeste",1173333,1
"9959",19074,"Morera","27/07/2011 10:50","Alto (> 8 mts)",110,"Grande",-68.8427,-32.8727,4,"Cuarta Oeste",1173333,0
"9960",19075,"Morera","27/07/2011 10:49","Alto (> 8 mts)",105,"Grande",-68.84277,-32.8727,4,"Cuarta Oeste",1173333,0
"9961",19076,"Morera","27/07/2011 10:47","Medio (4 - 8 mts)",105,"Grande",-68.84283,-32.87271,4,"Cuarta Oeste",1173333,0
"9962",19077,"Morera","27/07/2011 10:45","Alto (> 8 mts)",180,"Grande",-68.8429,-32.87272,4,"Cuarta Oeste",1173333,0
"9963",19078,"Morera","27/07/2011 10:41","Alto (> 8 mts)",150,"Grande",-68.84304,-32.87274,4,"Cuarta Oeste",1173333,0
"9964",19079,"Paraiso","29/07/2011 11:10","Medio (4 - 8 mts)",60,"Mediano",-68.84361,-32.8721,4,"Cuarta Oeste",1173333,0
"9965",19080,"Paraiso","29/07/2011 11:07","Bajo (2 - 4 mts)",42,"Mediano",-68.84362,-32.87196,4,"Cuarta Oeste",1173333,0
"9966",19083,"Paraiso","29/07/2011 10:56","Muy bajo (1 - 2 mts)",42,"Mediano",-68.84363,-32.87142,4,"Cuarta Oeste",1173333,0
"9967",19085,"Eucalyptus","29/07/2011 08:36","Medio (4 - 8 mts)",168,"Grande",-68.8435,-32.87077,4,"Cuarta Oeste",1173333,1
"9968",19086,"Fresno americano","27/07/2011 09:53","Alto (> 8 mts)",115,"Grande",-68.84311,-32.87066,4,"Cuarta Oeste",1173333,0
"9969",19087,"Pltano","27/07/2011 09:51","Alto (> 8 mts)",158,"Grande",-68.84303,-32.87067,4,"Cuarta Oeste",1173333,0
"9970",19088,"Arabia","27/07/2011 09:49","Bajo (2 - 4 mts)",45,"Mediano",-68.843,-32.87069,4,"Cuarta Oeste",1173333,0
"9971",19089,"Fresno europeo","27/07/2011 09:47","Alto (> 8 mts)",133,"Grande",-68.8428,-32.87068,4,"Cuarta Oeste",1173333,0
"9972",19092,"Fresno europeo","27/07/2011 09:42","Alto (> 8 mts)",130,"Grande",-68.84237,-32.87069,4,"Cuarta Oeste",1173333,0
"9973",19094,"Pltano","27/07/2011 09:39","Alto (> 8 mts)",180,"Grande",-68.84214,-32.8707,4,"Cuarta Oeste",1173333,1
"9974",19097,"Pltano","05/10/2011 13:49","Alto (> 8 mts)",130,"Grande",-68.84164,-32.8707,4,"Cuarta Oeste",1173333,0
"9975",19101,"Morera","27/07/2011 09:19","Alto (> 8 mts)",160,"Grande",-68.8413,-32.87072,4,"Cuarta Oeste",1173333,1
"9976",19105,"Morera","27/07/2011 09:07","Alto (> 8 mts)",150,"Grande",-68.84098,-32.87079,4,"Cuarta Oeste",1173333,1
"9977",19106,"Morera","27/07/2011 09:06","Alto (> 8 mts)",145,"Grande",-68.841,-32.87085,4,"Cuarta Oeste",1173333,0
"9978",19107,"Morera","27/07/2011 09:05","Alto (> 8 mts)",130,"Grande",-68.84102,-32.87092,4,"Cuarta Oeste",1173333,0
"9979",19108,"Morera","27/07/2011 09:03","Alto (> 8 mts)",120,"Grande",-68.84104,-32.87097,4,"Cuarta Oeste",1173333,0
"9980",19112,"Morera","27/07/2011 08:57","Alto (> 8 mts)",175,"Grande",-68.84112,-32.87127,4,"Cuarta Oeste",1173333,0
"9981",19113,"Fresno europeo","27/07/2011 08:55","Bajo (2 - 4 mts)",25,"Mediano",-68.84115,-32.87142,4,"Cuarta Oeste",1173333,0
"9982",19115,"Morera","27/07/2011 08:53","Alto (> 8 mts)",180,"Grande",-68.84119,-32.87153,4,"Cuarta Oeste",1173333,0
"9983",19116,"Caducifolio","27/07/2011 08:50","Muy bajo (1 - 2 mts)",8,"Chico",-68.84121,-32.87161,4,"Cuarta Oeste",1173333,0
"9984",19117,"Morera","27/07/2011 08:49","Alto (> 8 mts)",125,"Grande",-68.84123,-32.87167,4,"Cuarta Oeste",1173333,1
"9985",19118,"Morera","27/07/2011 08:48","Medio (4 - 8 mts)",100,"Grande",-68.84123,-32.87171,4,"Cuarta Oeste",1173333,0
"9986",19119,"Perenne","26/07/2011 12:32","Muy bajo (1 - 2 mts)",22,"Mediano",-68.84127,-32.87175,4,"Cuarta Oeste",1173333,0
"9987",19120,"Morera","26/07/2011 12:30","Alto (> 8 mts)",155,"Grande",-68.84131,-32.87174,4,"Cuarta Oeste",1173333,0
"9988",19124,"Morera","26/07/2011 12:23","Alto (> 8 mts)",200,"Grande",-68.8416,-32.87169,4,"Cuarta Oeste",1173333,1
"9989",19125,"Morera","26/07/2011 12:22","Alto (> 8 mts)",240,"Grande",-68.84176,-32.87165,4,"Cuarta Oeste",1173333,1
"9990",19126,"Ailanthus","26/07/2011 11:45","Alto (> 8 mts)",70,"Grande",-68.84197,-32.87163,4,"Cuarta Oeste",1173333,0
"9991",19128,"Morera","20/07/2011 10:58","Alto (> 8 mts)",122,"Grande",-68.84109,-32.8719,4,"Cuarta Oeste",1173333,0
"9992",19131,"Prunas","20/07/2011 10:54","Bajo (2 - 4 mts)",35,"Mediano",-68.84092,-32.87194,4,"Cuarta Oeste",1173333,0
"9993",19132,"Morera","20/07/2011 10:53","Alto (> 8 mts)",122,"Grande",-68.84087,-32.87195,4,"Cuarta Oeste",1173333,1
"9994",19134,"Morera","20/07/2011 10:49","Alto (> 8 mts)",180,"Grande",-68.84076,-32.87197,4,"Cuarta Oeste",1173333,1
"9995",19136,"Morera","20/07/2011 10:41","Alto (> 8 mts)",180,"Grande",-68.84059,-32.872,4,"Cuarta Oeste",1173333,0
"9996",19139,"Morera","20/07/2011 10:37","Alto (> 8 mts)",190,"Grande",-68.84035,-32.87204,4,"Cuarta Oeste",1173333,0
"9997",19141,"Morera","20/07/2011 10:34","Alto (> 8 mts)",100,"Grande",-68.8402,-32.87207,4,"Cuarta Oeste",1173333,1
"9998",19142,"Morera","20/07/2011 10:32","Alto (> 8 mts)",160,"Grande",-68.84015,-32.87208,4,"Cuarta Oeste",1173333,0
"9999",19144,"Morera","20/07/2011 10:25","Alto (> 8 mts)",112,"Grande",-68.84002,-32.87211,4,"Cuarta Oeste",1173333,1
"10000",19147,"Morera","20/07/2011 10:19","Medio (4 - 8 mts)",54,"Mediano",-68.83987,-32.87228,4,"Cuarta Oeste",1173333,0
"10001",19148,"Morera","20/07/2011 10:17","Alto (> 8 mts)",115,"Grande",-68.83988,-32.87235,4,"Cuarta Oeste",1173333,0
"10002",19151,"Morera","20/07/2011 10:11","Alto (> 8 mts)",134,"Grande",-68.83993,-32.87258,4,"Cuarta Oeste",1173333,1
"10003",19153,"Morera","20/07/2011 10:03","Alto (> 8 mts)",145,"Grande",-68.83995,-32.8727,4,"Cuarta Oeste",1173333,0
"10004",19154,"Olmo comun","20/07/2011 10:02","Medio (4 - 8 mts)",43,"Mediano",-68.83995,-32.87273,4,"Cuarta Oeste",1173333,0
"10005",19156,"Morera","20/07/2011 09:59","Alto (> 8 mts)",130,"Grande",-68.83997,-32.87284,4,"Cuarta Oeste",1173333,0
"10006",19157,"Olmo comun","20/07/2011 09:57","Medio (4 - 8 mts)",83,"Grande",-68.83999,-32.87289,4,"Cuarta Oeste",1173333,0
"10007",19158,"Olmo comun","20/07/2011 09:55","Medio (4 - 8 mts)",74,"Grande",-68.84,-32.87293,4,"Cuarta Oeste",1173333,0
